Date,CSI 300,KOSPI 200,Kospi 200,Nikkei 225,S&P 500
2019-01-24,3158.78,276.61,276.61,20574.63,2642.33
2019-01-25,3184.47,281.67,281.67,20773.56,2664.76
2019-01-28,3183.78,281.64,281.64,20649.0,2643.85
2019-01-29,3193.97,283.0,283.0,20664.64,2640.0
2019-01-30,3168.48,286.62,286.62,20556.54,2681.05
2019-01-31,3201.63,285.89,285.89,20773.49,2704.1
2019-02-01,3247.4,285.79,285.79,20788.39,2706.53
2019-02-04,3247.4,285.79,285.79,20883.77,2724.87
2019-02-05,3247.4,285.79,285.79,20844.45,2737.7
2019-02-06,3247.4,285.79,285.79,20874.06,2731.61
2019-02-07,3247.4,285.65,285.65,20751.28,2706.05
2019-02-08,3247.4,281.49,281.49,20333.17,2707.88
2019-02-11,3306.47,282.1,282.1,20333.17,2709.8
2019-02-12,3330.34,283.69,283.69,20864.21,2744.73
2019-02-13,3397.03,284.97,284.97,21144.48,2753.03
2019-02-14,3402.14,288.68,288.68,21139.71,2745.73
2019-02-15,3338.7,283.98,283.98,20900.63,2775.6
2019-02-18,3445.74,285.9,285.9,21281.85,2775.6
2019-02-19,3439.61,284.91,284.91,21302.65,2779.76
2019-02-20,3451.93,288.4,288.4,21431.49,2784.7
2019-02-21,3442.71,288.41,288.41,21464.23,2774.88
2019-02-22,3520.12,288.74,288.74,21425.51,2792.67
2019-02-25,3729.48,289.0,289.0,21528.23,2796.11
2019-02-26,3684.69,287.89,287.89,21449.39,2793.9
2019-02-27,3678.39,288.76,288.76,21556.51,2792.38
2019-02-28,3669.37,283.8,283.8,21385.16,2784.49
2019-03-01,3749.71,283.8,283.8,21602.69,2803.69
2019-03-04,3794.1,282.51,282.51,21822.04,2792.81
2019-03-05,3816.01,280.45,280.45,21726.28,2789.65
2019-03-06,3848.09,279.85,279.85,21596.81,2771.45
2019-03-07,3808.85,278.87,278.87,21456.01,2748.93
2019-03-08,3657.58,274.84,274.84,21025.56,2743.07
2019-03-11,3729.95,275.06,275.06,21125.09,2783.3
2019-03-12,3755.35,277.73,277.73,21503.69,2791.52
2019-03-13,3724.19,276.0,276.0,21290.24,2810.92
2019-03-14,3698.49,276.64,276.64,21287.02,2808.48
2019-03-15,3745.01,279.87,279.87,21450.85,2822.48
2019-03-18,3851.75,279.93,279.93,21584.5,2832.94
2019-03-19,3833.96,279.82,279.82,21566.85,2832.57
2019-03-20,3835.44,279.92,279.92,21608.92,2824.23
2019-03-21,3836.89,282.38,282.38,21608.92,2854.88
2019-03-22,3833.8,283.13,283.13,21627.34,2800.71
2019-03-25,3742.83,277.45,277.45,20977.11,2798.36
2019-03-26,3700.44,277.6,277.6,21428.39,2818.46
2019-03-27,3743.39,277.28,277.28,21378.73,2805.37
2019-03-28,3728.4,275.08,275.08,21033.76,2815.44
2019-03-29,3872.34,276.48,276.48,21205.81,2834.4
2019-03-31,3872.34,276.48,276.48,21205.81,2834.4
2019-04-01,3973.93,280.32,280.32,21509.03,2867.19
2019-04-02,3971.29,281.72,281.72,21505.31,2867.24
2019-04-03,4022.16,285.65,285.65,21713.21,2873.4
2019-04-04,4062.23,286.15,286.15,21724.95,2879.39
2019-04-05,4062.23,286.68,286.68,21807.5,2892.74
2019-04-08,4057.23,286.38,286.38,21761.65,2895.77
2019-04-09,4075.43,286.71,286.71,21802.59,2878.2
2019-04-10,4085.85,287.92,287.92,21687.57,2888.21
2019-04-11,3997.58,287.42,287.42,21711.38,2888.32
2019-04-12,3988.62,288.37,288.37,21870.56,2907.41
2019-04-15,3975.52,289.38,289.38,22169.11,2905.58
2019-04-16,4085.79,290.62,290.62,22221.66,2907.06
2019-04-17,4087.24,290.33,290.33,22277.97,2900.45
2019-04-18,4072.08,285.82,285.82,22090.12,2905.03
2019-04-19,4120.61,285.89,285.89,22200.56,2905.03
2019-04-22,4025.61,285.87,285.87,22217.9,2907.97
2019-04-23,4019.01,286.47,286.47,22259.74,2933.68
2019-04-24,4030.09,283.7,283.7,22200.0,2927.25
2019-04-25,3941.82,282.83,282.83,22307.58,2926.17
2019-04-26,3889.27,281.34,281.34,22258.73,2939.88
2019-04-29,3900.33,286.79,286.79,22258.73,2943.03
2019-04-30,3913.21,284.92,284.92,22258.73,2945.83
2019-05-01,3913.21,284.92,284.92,22258.73,2923.73
2019-05-02,3913.21,286.12,286.12,22258.73,2917.52
2019-05-03,3913.21,283.67,283.67,22258.73,2945.64
2019-05-06,3684.62,283.67,283.67,22258.73,2932.47
2019-05-07,3720.67,281.31,281.31,21923.72,2884.05
2019-05-08,3667.46,280.15,280.15,21602.59,2879.42
2019-05-09,3599.7,271.0,271.0,21402.13,2870.72
2019-05-10,3730.45,272.06,272.06,21344.92,2881.4
2019-05-13,3668.73,268.72,268.72,21191.28,2811.87
2019-05-14,3645.15,268.57,268.57,21067.23,2834.41
2019-05-15,3727.09,269.64,269.64,21188.56,2850.96
2019-05-16,3743.96,265.99,265.99,21062.98,2876.32
2019-05-17,3648.76,264.35,264.35,21250.09,2859.53
2019-05-20,3617.79,264.96,264.96,21301.73,2840.23
2019-05-21,3666.78,266.12,266.12,21272.45,2864.36
2019-05-22,3649.38,266.65,266.65,21283.37,2856.27
2019-05-23,3583.96,266.38,266.38,21151.14,2822.24
2019-05-24,3593.91,264.42,264.42,21117.22,2826.06
2019-05-27,3637.2,264.4,264.4,21182.58,2826.06
2019-05-28,3672.26,264.7,264.7,21260.14,2802.39
2019-05-29,3663.91,261.37,261.37,21003.37,2783.02
2019-05-30,3641.18,263.93,263.93,20942.53,2788.86
2019-05-31,3629.79,263.89,263.89,20601.19,2752.06
2019-06-03,3632.01,268.16,268.16,20410.88,2744.45
2019-06-04,3598.47,267.66,267.66,20408.54,2803.27
2019-06-05,3597.11,267.99,267.99,20776.1,2826.15
2019-06-06,3564.68,267.99,267.99,20774.04,2843.49
2019-06-07,3564.68,268.27,268.27,20884.71,2873.34
