Date,S&P500,KOSPI200
2017-02-15,2349.25,268.81
2017-02-16,2347.22,268.93
2017-02-17,2351.16,268.84
2017-02-20,2351.16,269.73
2017-02-21,2365.38,272.11
2017-02-22,2362.82,272.85
2017-02-23,2363.81,272.89
2017-02-24,2367.34,270.38
2017-02-27,2369.75,268.97
2017-02-28,2363.64,270.06
2017-03-01,2395.96,270.06
2017-03-02,2381.92,272.65
2017-03-03,2383.12,269.77
2017-03-06,2375.31,270.41
2017-03-07,2368.39,271.87
2017-03-08,2362.98,272.29
2017-03-09,2364.87,271.62
2017-03-10,2372.6,272.29
2017-03-13,2373.47,275.41
2017-03-14,2365.45,277.89
2017-03-15,2385.26,277.89
2017-03-16,2381.38,280.11
2017-03-17,2378.25,281.86
2017-03-20,2373.47,280.75
2017-03-21,2344.02,283.84
2017-03-22,2348.45,282.63
2017-03-23,2345.96,282.81
2017-03-24,2343.98,282.31
2017-03-27,2341.59,280.36
2017-03-28,2358.57,281.25
2017-03-29,2361.13,281.86
2017-03-30,2368.06,281.66
2017-03-31,2362.72,280.64
2017-04-03,2358.84,281.6
2017-04-04,2360.16,280.92
2017-04-05,2352.95,280.74
2017-04-06,2357.49,279.47
2017-04-07,2355.54,279.01
2017-04-10,2357.16,277.21
2017-04-11,2353.78,275.49
2017-04-12,2344.93,276.21
2017-04-13,2328.95,279.12
2017-04-14,2328.95,277.31
2017-04-17,2349.01,278.1
2017-04-18,2342.19,278.23
2017-04-19,2338.17,276.49
2017-04-20,2355.84,277.76
2017-04-21,2348.69,280.05
2017-04-24,2374.15,281.96
2017-04-25,2388.61,285.41
2017-04-26,2387.45,286.78
2017-04-27,2388.77,287.34
2017-04-28,2384.2,287.21
2017-05-01,2388.33,287.21
2017-05-02,2391.17,289.65
2017-05-03,2388.13,289.65
2017-05-04,2389.52,292.47
2017-05-05,2399.29,292.47
2017-05-08,2399.38,299.86
2017-05-09,2396.92,299.86
2017-05-10,2399.63,296.19
2017-05-11,2394.44,299.75
2017-05-12,2390.9,298.25
2017-05-15,2402.32,298.87
2017-05-16,2400.67,299.67
2017-05-17,2357.03,299.34
2017-05-18,2365.72,298.47
2017-05-19,2381.73,298.08
2017-05-22,2394.02,300.63
2017-05-23,2398.42,301.36
2017-05-24,2404.39,301.71
2017-05-25,2415.07,305.22
2017-05-26,2415.82,306.96
2017-05-29,2415.82,306.52
2017-05-30,2412.91,304.59
2017-05-31,2411.8,304.67
2017-06-01,2430.06,304.03
2017-06-02,2439.07,307.83
2017-06-05,2436.1,307.33
2017-06-06,2429.33,307.33
2017-06-07,2433.14,305.68
2017-06-08,2433.79,306.25
2017-06-09,2431.77,309.38
2017-06-12,2429.39,306.24
2017-06-13,2440.35,308.02
2017-06-14,2437.92,307.95
2017-06-15,2432.46,306.69
2017-06-16,2433.15,306.79
2017-06-19,2453.46,308.61
2017-06-20,2437.03,309.31
2017-06-21,2435.61,307.52
2017-06-22,2434.5,309.47
2017-06-23,2438.3,310.26
2017-06-26,2439.07,311.89
2017-06-27,2419.38,312.12
2017-06-28,2440.69,310.84
2017-06-29,2419.7,312.56
2017-06-30,2423.41,311.76
2017-07-03,2429.01,312.39
2017-07-04,2429.01,310.46
2017-07-05,2432.54,311.77
2017-07-06,2409.75,311.88
2017-07-07,2425.18,310.66
2017-07-10,2427.43,311.46
2017-07-11,2425.53,313.59
2017-07-12,2443.25,313.58
2017-07-13,2447.83,316.35
2017-07-14,2459.27,317.35
2017-07-17,2459.14,318.52
2017-07-18,2460.61,318.65
2017-07-19,2473.83,318.91
2017-07-20,2473.45,320.61
2017-07-21,2472.54,321.79
2017-07-24,2469.91,322.01
2017-07-25,2477.13,320.15
2017-07-26,2477.83,319.46
2017-07-27,2475.42,320.51
2017-07-28,2472.1,314.13
2017-07-31,2470.3,314.6
2017-08-01,2476.35,317.04
2017-08-02,2477.57,317.69
2017-08-03,2472.16,312.29
2017-08-04,2476.83,313.46
2017-08-07,2480.91,313.96
2017-08-08,2474.92,313.4
2017-08-09,2474.02,309.52
2017-08-10,2438.21,308.37
2017-08-11,2441.32,302.72
2017-08-14,2465.84,304.93
2017-08-15,2464.61,304.93
2017-08-16,2468.11,307.16
2017-08-17,2430.01,309.02
2017-08-18,2425.55,308.39
2017-08-21,2428.37,308.14
2017-08-22,2452.51,309.34
2017-08-23,2444.04,309.71
2017-08-24,2438.97,310.73
2017-08-25,2443.05,311.21
2017-08-28,2444.24,309.53
2017-08-29,2446.3,308.64
2017-08-30,2457.59,309.65
2017-08-31,2471.65,308.28
2017-09-01,2476.55,307.78
2017-09-04,2476.55,304.19
2017-09-05,2457.85,304.06
2017-09-06,2465.54,303.18
2017-09-07,2465.1,306.97
2017-09-08,2461.43,307.43
2017-09-11,2488.11,309.83
2017-09-12,2496.48,310.42
2017-09-13,2498.37,310
2017-09-14,2495.62,312.52
2017-09-15,2500.23,313.69
2017-09-18,2503.87,318.93
2017-09-19,2506.65,318.51
2017-09-20,2508.24,318.48
2017-09-21,2500.6,318.25
2017-09-22,2502.22,316.71
2017-09-25,2496.66,316.4
2017-09-26,2496.84,314.29
2017-09-27,2507.04,313.82
2017-09-28,2510.06,313.85
2017-09-29,2519.36,316.27
2017-10-02,2529.12,316.27
2017-10-03,2534.58,316.27
2017-10-04,2537.74,316.27
2017-10-05,2552.07,316.27
2017-10-06,2549.33,316.27
2017-10-09,2544.73,316.27
2017-10-10,2550.64,322.49
2017-10-11,2555.24,326.12
2017-10-12,2550.93,328.11
2017-10-13,2553.17,327.35
2017-10-16,2557.64,327.82
2017-10-17,2559.36,328.51
2017-10-18,2561.26,328.4
2017-10-19,2562.1,326.47
2017-10-20,2575.21,328.89
2017-10-23,2564.98,329.45
2017-10-24,2569.13,328.96
2017-10-25,2557.15,329.31
2017-10-26,2560.4,326.99
2017-10-27,2581.07,329.23
2017-10-30,2572.83,330.38
2017-10-31,2575.26,333.57
2017-11-01,2579.36,338.76
2017-11-02,2579.85,337.53
2017-11-03,2587.84,338.83
2017-11-06,2591.13,337.4
2017-11-07,2590.64,336.76
2017-11-08,2594.38,337.8
2017-11-09,2584.62,337.14
2017-11-10,2582.3,335.96
2017-11-13,2584.84,334.33
2017-11-14,2578.87,333.62
2017-11-15,2564.62,332.17
2017-11-16,2585.64,334.36
2017-11-17,2578.85,334.18
2017-11-20,2582.14,332.92
2017-11-21,2599.03,333.51
2017-11-22,2597.08,335.49
2017-11-23,2597.08,334.51
2017-11-24,2602.42,335.44
2017-11-27,2601.42,329.53
2017-11-28,2627.04,330.99
2017-11-29,2626.07,330.68
2017-11-30,2647.58,325.25
2017-12-01,2642.22,324.78
2017-12-04,2639.44,328.77
2017-12-05,2629.57,329.61
2017-12-06,2629.27,324.52
2017-12-07,2636.98,323.59
2017-12-08,2651.5,324.68
2017-12-11,2659.99,325.09
2017-12-12,2664.11,324.07
2017-12-13,2662.85,326.18
2017-12-14,2652.01,324.74
2017-12-15,2675.81,326.23
2017-12-18,2690.16,326.6
2017-12-19,2681.47,326.76
2017-12-20,2679.25,325.79
2017-12-21,2684.57,319.72
2017-12-22,2683.34,321.21
2017-12-26,2680.5,318.89
2017-12-27,2682.62,320.25
2017-12-28,2687.54,324.74
2017-12-29,2673.61,324.74
